code,name,water_g,energy_kcal,protein_g,fat_g,carb_g,fiber_g,ash_g,calcium_mg,phosphorus_mg,iron_mg,sodium_mg,potassium_mg,copper_mg,zinc_mg,retinol_mcg,beta_carotene_mcg,carotene_total_mcg,thiamin_mg,riboflavin_mg,niacin_mg,vitc_mg,bdd_pct,state,group
ER108,"Srikaya, segar",83.4,63,1.1,0.5,13.9,2.1,1.1,127,30,2.7,,,,,,,31,0.08,,,28,48,Tunggal,Buah
ER109,"Sukun muda, segar",69.4,119,1.4,0.2,28.1,1.4,1.0,24,44,1.4,24,414.4,0.09,0.1,,28,4896,0.17,0.17,3.7,52,84,Tunggal,Buah
ER110,"Sukun tua, segar",67.8,126,1.6,0.2,24.5,1.5,1.0,37,47,1.6,25,436.0,0.09,0.1,,30,2000,0.18,0.17,3.9,58,88,Tunggal,Buah
ER111,"Vigus, segar",88.0,44,2.4,0.1,8.3,,1.2,30,20,0.3,2,180.0,0.10,0.2,,,,0.26,0.01,,43,,Tunggal,Buah
ER112,"Wani, segar",81.2,74,0.8,0.3,17.1,3.1,0.6,66,29,1.2,,,,,,,32,0.08,,,80,77,Tunggal,Buah
ER113,"Mentimun Suri, segar",96.3,16,1.3,0.0,2.1,0.9,2.9,768,422,,,1008.0,,,,,,,,,25,,Tunggal,Buah
ER114,"Blewah, segar",90.2,34,0.8,0.2,8.2,0.9,0.7,9,15,0.2,16,267.0,0.04,0.2,,2029,,0.04,0.02,0.7,37,,Tunggal,Buah
FP001,"Ayam, ampela, goreng",4.8,270,32.3,11.2,9.9,,1.8,129,314,4.9,980,,0.12,3.3,56,,,0.21,,4.7,,100,Olahan,Daging
FP002,"Ayam, usus, goreng",4.6,473,45.2,26.3,13.9,,10.1,1407,458,8.4,,,,,6,,224,0.57,,,,100,Olahan,Daging
FP003,"Bebek, daging, goreng",48.8,300,24.0,20.7,4.5,,2.0,170,170,4.1,34,6.0,0.40,3.0,,,,0.10,0.40,10.6,,100,Olahan,Daging
FP004,"Buaya, daging, dendeng, mentah",12.3,365,49.6,4.8,30.8,,2.5,60,130,4.3,500,680.0,0.20,11.6,,,,,,0.2,,100,Olahan,Daging
FP005,Ham,42.0,384,16.9,35.0,0.3,,5.8,10,136,2.5,112,819.3,0.11,0.4,,,,0.70,0.95,9.7,,100,Olahan,Daging
FP006,"Itik alabio, daging, dendeng, mentah",12.7,496,30.3,33.5,18.4,,5.1,135,370,12.5,1081,478.0,0.70,0.3,,,,,,,,100,Olahan,Daging
FP007,Kerupuk urat,3.6,588,53.7,40.9,1.2,,0.6,36,15,1.3,1024,37.0,0.10,0.2,2802,,,,,,,100,Olahan,Daging
FP008,"Menjangan, daging, dendeng, mentah",14.3,322,55.8,2.0,22.7,,5.3,55,310,2.1,765,1282.0,1.70,3.2,3391,26,,,,,,100,Olahan,Daging
FP009,"Punai, daging, goreng",54.5,224,26.2,11.3,4.4,,3.6,362,362,3.1,2,19.0,0.30,1.6,,,,,,,,100,Olahan,Daging
FP010,"Rusa, daging, dendeng, mentah",18.3,536,40.5,41.5,,,2.5,90,420,13.4,130,690.0,0.30,10.7,285,,,,,0.2,,100,Olahan,Daging
FP011,"Sapi, abon",7.1,212,18.0,10.6,59.3,7.5,4.7,150,209,12.3,,,,,,240,138,0.17,,,,100,Olahan,Daging
FP012,"Sapi, abon, asli",24.8,358,14.6,16.1,38.6,2.5,5.8,165,136,14.6,,,,,3,194,144,0.13,,,,100,Olahan,Daging
FP013,"Sapi, daging, asap",60.0,182,32.0,6.0,,,2.0,15,300,5.0,1620,485.4,0.03,5.1,6,,,0.12,0.23,5.9,,100,Olahan,Daging
FP014,"Sapi, daging, dendeng, mentah",25.0,301,55.0,9.0,,,11.0,30,370,5.1,,,,,,,,0.10,,,,100,Olahan,Daging
FP015,"Sapi, daging, kornet",53.0,289,16.0,25.0,,,6.0,10,170,4.0,794,94.4,0.07,4.0,,52,,0.01,0.16,2.7,,100,Olahan,Daging
FP016,"Sapi, daging, sosis (Worst)",37.6,448,14.5,42.3,2.3,,3.3,28,61,1.1,765,284.5,0.06,1.7,,,,0.10,0.18,4.9,,100,Olahan,Daging
FP017,"Sapi, hati, sosis (liverworst)",56.6,274,16.0,22.0,3.0,2.3,2.4,20,150,4.0,654,158.8,0.22,2.2,1201,,,0.20,0.96,4.0,,100,Olahan,Daging
FP018,"Sapi, paru, dendeng, mentah",9.7,360,57.3,6.0,19.2,,7.8,126,903,21.1,1483,864.0,1.20,6.1,2827,,,,,,,100,Olahan,Daging
FP019,"Sapi, paru, goreng",45.5,268,23.9,12.7,14.5,,3.1,102,315,8.8,923,299.0,,1.5,790,,,,,,,100,Olahan,Daging
FP020,"Ulat sagu, panggang",41.3,380,11.9,30.3,14.9,4.8,1.6,30,120,1.5,260,550.0,3.10,14.2,,,,0.50,2.50,0.1,,100,Olahan,Daging
FP021,"Ayam goreng church texas, dada",42.2,338,35.2,20.6,0.4,,1.5,79,221,5.6,800,369.5,0.16,1.1,16,,80,0.52,0.16,12.1,,100,Olahan,Daging
FP022,"Ayam goreng church,texas paha",50.3,287,31.0,15.7,1.7,,1.3,99,176,4.1,723,257.0,0.17,1.5,22,,30,0.66,0.20,5.3,,100,Olahan,Daging
FP023,"Ayam goreng church texas, sayap",47.2,295,34.0,16.0,1.5,,1.3,81,179,3.0,771,237.2,0.16,1.2,13,,50,0.44,0.13,6.2,,100,Olahan,Daging
FP024,"Ayam goreng kalasan, paha",46.2,275,37.4,12.2,1.3,,2.9,116,237,5.8,176,321.9,0.16,1.5,10,,50,0.10,,,,100,Olahan,Daging
FP025,"Ayam goreng kentucky, dada",46.5,298,34.2,16.8,0.1,,2.5,90,284,5.5,741,342.0,0.07,1.0,36,,50,0.19,,,,100,Olahan,Daging
FP026,"Ayam goreng Kentucky, paha",48.7,286,32.1,16.1,1.1,,2.0,89,248,6.9,746,265.2,0.09,2.3,31,,20,0.50,0.21,5.5,,100,Olahan,Daging
FP027,"Ayam goreng Kentucky,sayap",44.7,297,35.9,15.2,1.6,,2.6,103,227,4.4,807,248.4,0.06,1.4,22,,70,0.73,0.14,6.5,,100,Olahan,Daging
FP028,Ayam goreng mbok berek dada,43.4,295,39.2,13.6,1.0,,2.8,114,278,5.4,,,,,8,,50,0.19,,,,100,Olahan,Daging
FP029,"Ayam goreng pasundan, dada",50.1,246,37.9,9.0,0.7,,2.3,90,260,7.5,,,,,6,,70,0.16,,,,100,Olahan,Daging
FP030,"Ayam goreng pasundan, paha",52.8,245,33.1,11.4,0.3,,2.5,90,283,7.3,,,,,8,,40,0.37,,,,100,Olahan,Daging
FP031,"Ayam goreng pioneer, dada",44.5,295,37.4,14.7,0.6,,2.7,108,236,6.8,,,,,16,,80,0.10,,,,100,Olahan,Daging
FP032,"Ayam goreng sukabumi, dada",49.8,244,36.7,9.2,1.0,,3.4,81,154,6.1,,,,,20,,80,0.66,,,,100,Olahan,Daging
FP033,"Ayam goreng sukabumi, paha",46.0,283,35.7,14.3,0.5,,3.6,68,106,5.4,,,,,11,,60,0.36,,,,100,Olahan,Daging
FP034,"Ayam taliwang, masakan",57.5,264,18.2,20.1,2.7,,1.5,94,164,2.0,507,408.0,0.40,12.3,1067,,,,,,,100,Olahan,Daging
FP035,"Babi hutan masak rica, masakan",56.2,491,24.6,16.3,0.2,,2.7,18,144,1.2,1415,327.0,0.20,2.6,2193,,,0.61,0.47,,0.2,100,Olahan,Daging
FP036,Beef burger,45.5,258,10.6,9.5,32.5,0.4,2.2,210,157,2.6,572,189.1,,,218,,7580,0.95,,,,100,Olahan,Daging
FP037,"Beef teriyaki, masakan",65.1,151,8.6,3.1,22.3,0.3,0.9,142,62,2.3,377,,,,22,,400,0.53,,,,100,Olahan,Daging
FP038,"Beef yakiniku, masakan",67.7,132,9.8,1.1,20.7,0.3,0.8,302,67,2.0,409,,,,78,,700,0.62,,,,100,Olahan,Daging
FP039,Brongkos,76.4,141,15.3,3.3,12.6,1.0,2.4,87,97,5.1,,,,,4,,356,0.40,,,,100,Olahan,Daging
FP040,"Bulgogi, masakan",84.2,72,11.4,4.9,1.4,1.7,0.7,214,86,2.5,509,,,,17,,,1.08,,,,100,Olahan,Daging
FP041,"Chicken teriyaki, masakan",68.2,168,13.0,9.6,7.5,0.8,1.7,137,106,3.1,959,,,,68,,2200,0.65,,,,100,Olahan,Daging
FP042,"Chikiniku, masakan",65.4,143,9.8,1.4,22.8,0.4,0.6,301,63,2.0,531,,,,27,,1280,0.73,,,,100,Olahan,Daging
FP043,"Coto mangkasara, kuda, masakan",83.5,96,6.8,5.9,3.8,,0.9,11,106,2.3,96,31.0,0.10,1.0,,,,0.23,0.14,4.2,,100,Olahan,Daging
FP044,"Coto mangkasara, sapi, masakan",85.9,84,6.0,6.0,1.4,,0.7,8,104,4.0,90,25.0,0.30,0.6,,,,0.16,0.14,10.3,,100,Olahan,Daging
FP045,"Djibokum, masakan",43.4,248,10.0,2.3,40.9,0.1,3.4,116,110,2.8,401,,,,52,,1920,0.75,,,,100,Olahan,Daging
FP046,"Empal (daging) Goreng, masakan",43.9,248,36.2,6.9,10.1,,2.0,131,235,6.4,848,,,,112,,620,0.55,,,,100,Olahan,Daging
FP047,Gulai kambing,78.4,126,4.2,9.4,6.2,,1.8,45,73,1.3,302,138.0,0.20,1.1,151,,,0.13,0.01,,,100,Olahan,Daging
FP048,"Jangang bintatoeng, masakan",73.6,107,5.3,2.2,16.5,,2.4,64,61,2.5,482,406.0,0.20,0.8,,,,0.18,0.02,3.4,,100,Olahan,Daging
FP049,"Kalio ayam, masakan",64.7,203,16.0,13.5,4.4,,1.4,278,177,4.2,534,,,,105,,3780,0.35,,,,100,Olahan,Daging
FP050,"Kalio jeroan, masakan",68.9,163,16.5,9.0,4.1,,1.5,102,268,7.1,570,,,,298,,1960,0.70,,,,100,Olahan,Daging
FP051,"Kalio kikil (tunjang), masakan",75.3,122,13.8,5.7,3.9,,1.3,154,59,3.4,519,,,,36,,1440,0.38,,,,100,Olahan,Daging
FP052,"Kalio otak, masakan",70.3,157,8.1,8.8,11.4,,1.4,212,69,3.3,604,,,,32,,1040,0.45,,,,100,Olahan,Daging
FP053,"Lawar babi, masakan",68.8,174,17.0,10.0,3.0,,1.2,61,141,3.0,,,,,,,,0.10,,,,100,Olahan,Daging
FP054,"Lawar penyu, masakan",66.3,141,23.0,1.5,7.6,,1.6,69,141,6.0,,,,,,,,0.10,,,,100,Olahan,Daging
FP055,"Lawara jangang, masakan",72.4,159,5.0,10.9,10.1,,1.6,57,107,1.5,400,2368.0,0.10,1.0,14,,,0.25,0.16,,,100,Olahan,Daging
FP056,"Naan maran sapi, masakan",14.8,478,38.3,33.9,5.1,,7.9,30,390,11.8,220,320.0,0.60,3.9,33,,,,,0.2,,100,Olahan,Daging
FP057,"Nasu likku, masakan",59.0,196,14.5,8.3,15.9,,2.3,69,157,1.0,386,470.0,0.30,2.0,,,,0.20,0.24,1.5,,100,Olahan,Daging
FP058,"Oramu ninahu ndawa olaho, masakan",74.9,117,13.7,5.0,4.3,,0.1,964,804,2.0,,727.0,0.30,1.5,4095,,,0.77,0.04,1.7,,100,Olahan,Daging
FP059,"Paniki masak santan, masakan",25.4,460,28.5,35.2,7.2,,3.7,188,357,5.5,2002,532.0,0.40,2.5,954,,,0.27,0.19,,,100,Olahan,Daging
FP060,"Pelolah manuk, masakan",60.0,219,19.7,13.6,4.4,,2.3,33,160,1.6,577,,,,137,,1940,0.42,,,,100,Olahan,Daging
FP061,"Rawon, masakan",86.0,60,5.4,2.5,4.0,0.3,1.7,272,153,3.3,,,,,11,,1235,0.09,,,,100,Olahan,Daging
FP062,"Rendang sapi, masakan",57.9,193,22.6,7.9,7.8,,3.8,474,211,14.9,,,,,21,,534,0.12,,,,100,Olahan,Daging
FP063,"RW, anjing, masakan",60.8,198,24.6,10.7,0.9,,3.0,1071,876,4.0,1604,226.0,0.10,2.8,256,,,0.35,0.20,,,100,Olahan,Daging
FP064,"Sate, penyu, masakan",57.4,179,22.5,3.5,13.3,,3.3,187,238,14.4,,,,,,,,0.10,,,,100,Olahan,Daging
FP065,"Sate pusut, masakan",52.1,274,12.9,18.6,13.6,,2.8,63,190,2.7,609,,,,133,,,0.06,,,,100,Olahan,Daging
FP066,"Penyu, serapah, masakan",71.3,174,13.1,12.2,2.2,,1.2,72,186,9.5,,507.0,0.80,2.4,1302,,,,,,,100,Olahan,Daging
FP067,"Sie reuboh, masakan",32.4,474,11.2,42.5,11.7,,2.2,26,62,1.3,677,176.0,2.40,3.2,141,9,,0.46,0.26,,,100,Olahan,Daging
FP068,"Sop buntut, masakan",86.1,71,7.5,3.6,2.2,,0.6,286,38,3.2,490,,,,119,,2900,0.14,,,,100,Olahan,Daging
FP069,"Sop daging sapi, masakan",87.5,49,5.8,0.5,5.3,,0.9,158,48,2.2,391,,,,101,,3320,0.37,,,,100,Olahan,Daging
FP070,"Sop kaki sapi, masakan",84.5,68,9.0,1.9,3.7,,0.9,302,15,2.2,435,,,,48,,150,0.46,,,,100,Olahan,Daging
FP071,"Sop kambing, masakan",91.6,34,5.5,0.8,1.1,,1.0,145,37,1.6,348,,,,48,,80,0.57,,,,100,Olahan,Daging
FP072,"Sop konro, masakan",85.0,71,7.4,2.6,4.5,,0.5,17,60,4.6,184,25.0,0.30,1.3,,,,0.12,0.02,10.9,,100,Olahan,Daging
FP073,"Sop saudara, masakan",82.4,89,7.2,5.0,3.9,,1.5,10,174,9.0,274,50.0,0.20,1.1,,,,0.09,0.12,2.0,,100,Olahan,Daging
FP074,"Soto bandung, masakan",89.9,42,3.9,1.7,2.8,0.4,1.8,74,75,1.8,,,,,6,20,0.1,,,,,100,Olahan,Daging
FP075,"Soto banjar, masakan",83.7,110,2.9,9.5,3.2,,0.7,28,28,0.3,36,6.0,,0.2,12,,770,0.05,,,,100,Olahan,Daging
FP076,"Soto betawi, masakan",75.9,135,2.5,8.8,11.5,0.5,1.3,222,72,1.9,,,,,6,,336,0.04,,,,100,Olahan,Daging
FP077,"Soto jeroan, masakan",81.4,92,11.8,4.3,1.4,,1.1,218,48,1.9,363,,,,85,,440,0.36,,,,100,Olahan,Daging
FP078,"Soto kudus, masakan",91.6,38,2.6,2.3,1.8,0.2,1.7,237,67,1.7,,,,,23,,128,0.06,,0.5,,100,Olahan,Daging
FP079,"Soto madura, masakan",89.8,60,3.5,4.5,1.3,,0.9,361,126,3.8,,,,,26,,121,0.06,,,,100,Olahan,Daging
FP080,"Soto padang, masakan",75.0,127,5.9,6.6,11.0,0.7,2.0,298,94,1.5,,,,,12,,204,0.22,,,,100,Olahan,Daging
FP081,"Soto pekalongan, masakan",83.8,94,3.0,6.8,5.1,0.3,1.3,322,79,2.0,,,,,14,,119,0.29,,,,100,Olahan,Daging
FP082,"Soto pemalang, masakan",86.0,75,3.6,5.2,3.5,,1.7,170,80,2.1,,,,,16,,30,0.13,,,,100,Olahan,Daging
FP083,"Soto sukaraja, masakan",75.9,80,3.2,3.5,9.0,0.3,1.1,347,77,2.3,,,,,12,,89,0.04,,,,100,Olahan,Daging
FP084,"Soto sulung, masakan",88.1,86,2.3,8.5,,,1.1,200,120,2.9,,,,,20,,105,0.08,,,,100,Olahan,Daging
FP085,"Sukiyaki, masakan",81.0,75,5.6,0.4,12.2,0.2,0.8,109,59,0.5,426,,,,41,,1200,0.37,,,,100,Olahan,Daging
FP086,"Tedong pallu basa, masakan",81.7,83,10.4,3.4,2.8,,1.7,10,139,2.6,397,34.0,0.60,1.3,,,,0.09,0.53,9.0,,100,Olahan,Daging
FP087,"Tikus rica, masakan",54.9,257,18.8,18.5,3.8,,4.0,232,293,6.5,1724,308.0,0.50,2.3,674,,,0.28,0.38,,,100,Olahan,Daging
FP088,"Tinoransa, masakan",31.6,516,17.7,49.5,,,1.2,698,648,3.5,1307,320.0,0.10,1.8,710,,,0.29,0.17,,,100,Olahan,Daging
FR001,"Anak sapi, daging, gemuk, segar",62.0,184,18.8,14.0,,,5.2,10,200,2.2,118,490.1,0.17,5.8,12,37,,0.13,0.17,7.0,,100,Tunggal,Daging
FR002,"Anak sapi, daging, kurus, segar",69.0,174,19.6,10.0,,,1.4,11,201,2.9,96,399.8,0.14,4.8,6,30,,0.08,0.14,5.7,,100,Tunggal,Daging
FR003,"Anak sapi, daging, sedang, segar",68.0,190,19.1,12.0,,,0.9,11,193,2.9,99,412.7,0.14,4.9,12,83,,0.14,0.15,5.9,,100,Tunggal,Daging
FR004,"Angsa, daging, segar",51.1,349,16.4,31.5,,,1.0,15,188,1.8,71,299.2,0.26,1.7,273,,,0.10,0.24,7.1,,60,Tunggal,Daging
FR005,"Ayam, daging, segar",55.9,298,18.2,25.0,,,0.9,14,200,1.5,109,385.9,0.11,2.0,245,5,,0.08,0.14,10.4,,58,Tunggal,Daging
FR006,"Ayam, dideh/darah, segar",82.0,75,13.8,1.9,0.7,,1.6,15,9,1.3,337,234.0,,,15,,,0.02,,0.6,,100,Tunggal,Daging
FR007,"Ayam, hati, segar",53.4,261,27.4,16.1,1.6,,1.5,118,373,15.8,1068,22.9,0.84,0.0,4957,169,28000,0.64,4.38,4.1,,100,Tunggal,Daging
FR008,"Babi, daging, gemuk,segar",42.0,453,11.9,45.0,,,1.1,7,117,1.8,112,819.3,0.22,0.4,,,,0.58,0.59,5.9,,100,Tunggal,Daging
FR009,"Babi, daging, kurus, segar",50.0,371,14.1,35.0,,,0.9,8,151,2.1,97,706.3,0.19,0.4,,,,0.67,0.33,5.4,,100,Tunggal,Daging
FR010,"Babi, ginjal, segar",77.1,110,16.3,4.6,0.8,,1.2,11,246,8.0,139,390.0,0.71,3.2,39,10,,0.58,1.59,9.1,13,100,Tunggal,Daging
FR011,"Babi, hati, segar",72.3,129,19.7,4.8,1.7,,1.5,10,362,18.0,110,447.0,0.58,0.1,4303,6,,0.40,1.16,5.7,23,100,Tunggal,Daging
FR012,"Bebek (itik), daging, segar",54.3,321,16.0,28.6,,,1.1,15,188,1.8,54,199.0,0.21,1.2,273,,,0.10,0.28,4.3,,60,Tunggal,Daging
FR013,"Bebek alabio, daging, segar",57.0,303,11.3,27.0,3.7,,1.0,20,293,4.8,50,260.0,0.70,2.0,,,,0.36,0.04,4.1,,100,Tunggal,Daging
FR014,"Belibis, daging, segar",71.3,131,20.2,4.3,2.8,,1.4,8,192,9.6,46,104.0,1.20,1.6,,,,0.37,0.08,2.7,,100,Tunggal,Daging
FR015,"Burung, sarang, segar",24.8,281,37.5,0.3,32.1,,5.3,485,18,3.0,,,,,,,,,,,,100,Tunggal,Daging
FR016,"Domba, daging, gemuk, segar",55.8,317,15.7,27.7,,,0.8,9,157,2.4,64,242.1,0.11,3.7,,,,0.14,0.23,6.5,,100,Tunggal,Daging
FR017,"Domba, daging, kurus, segar",66.3,202,17.1,14.8,,,1.8,10,191,2.6,90,355.0,0.08,2.8,,,,0.15,0.26,5.7,,100,Tunggal,Daging
FR018,"Domba, ginjal, segar",77.8,100,16.6,3.3,1.0,,1.3,13,237,9.2,167,296.1,0.48,2.4,348,515,,0.51,2.35,8.0,13,100,Tunggal,Daging
FR019,"Kambing, daging, segar",70.3,149,16.6,9.2,,,3.9,11,124,1.0,96,268.7,0.31,4.9,,,,0.09,0.23,5.0,,100,Tunggal,Daging
FR020,"Kelinci, daging, segar",74.3,142,16.9,7.8,,,1.0,7,350,1.0,49,371.1,,,,,,0.11,0.11,6.8,,100,Tunggal,Daging
FR021,"Kerbau, daging, segar",80.0,79,18.7,0.5,,,0.8,14,221,3.3,91,273.0,0.13,1.6,,,,0.06,0.17,5.0,,100,Tunggal,Daging
FR022,"Kuda, daging, segar",76.0,113,18.1,4.1,0.9,,0.9,10,150,2.7,46,315.7,0.13,2.5,,,,0.07,0.07,3.0,,100,Tunggal,Daging
FR023,"Sapi, babat, segar",76.7,108,17.6,4.2,,,1.5,12,144,1.0,147,101.4,0.11,2.2,,49,,0.15,0.17,1.7,,100,Tunggal,Daging
FR024,"Sapi, daging, gemuk, segar",60.0,273,17.5,22.0,,,0.5,10,150,2.6,93,267.0,0.17,6.4,12,,,0.08,0.18,7.3,,100,Tunggal,Daging
FR025,"Sapi, daging, kurus, segar",69.0,174,19.6,10.0,,,1.4,11,181,2.9,83,489.0,0.07,4.9,6,181,,0.07,0.51,1.2,,100,Tunggal,Daging
FR026,"Sapi, daging, lemak sedang, segar",66.0,201,18.8,14.0,,,1.2,11,170,2.8,105,378.0,4.58,5.2,9,198,,0.08,0.56,1.3,,100,Tunggal,Daging
FR027,"Sapi, daleman, segar",70.1,183,12.0,14.4,1.4,,2.1,43,319,1.8,277,160.0,0.10,0.8,,104,,0.31,0.22,8.5,,100,Tunggal,Daging
FR028,"Sapi, dideh/darah",75.6,98,21.9,1.1,,,1.4,7,24,1.3,150,170.0,,0.2,15,214,,0.01,0.03,0.9,,100,Tunggal,Daging
FR029,"Sapi, ginjal, segar",74.9,137,15.0,8.1,0.9,,1.1,9,221,7.9,200,230.2,,,348,583,,0.37,1.22,6.1,13,100,Tunggal,Daging
FR030,"Sapi, keleponan, segar",83.8,84,10.5,4.6,0.2,,0.9,20,13,2.1,73,318.0,0.20,1.7,857,34,,0.10,0.14,0.3,,100,Tunggal,Daging
FR031,"Sapi, liver, segar",69.7,132,19.7,3.2,6.0,,1.4,7,358,6.6,110,213.0,0.51,2.3,13303,355,,0.26,1.52,11.4,31,100,Tunggal,Daging
FR032,"Sapi, otak, segar",78.9,123,10.4,8.6,0.8,,1.3,16,330,3.6,112,243.8,0.26,0.9,,,,0.23,0.19,3.9,18,100,Tunggal,Daging
FR033,"Sapi, usus, segar",76.7,126,14.0,7.2,1.5,,0.6,14,115,4.0,,,,,61,,,0.08,0.33,0.2,,100,Tunggal,Daging
FR034,Ulat sagu segar,65.9,241,5.8,21.6,5.8,2.8,0.9,20,70,0.5,210,210.0,1.00,7.7,,,,0.17,1.45,0.1,,100,Tunggal,Daging
GP001,"Bekicot, dendeng, mentah",6.7,441,48.7,20.3,15.8,,8.4,692,523,16.6,,,,,6,,1408,0.56,,,69,100,Olahan,Ikan dsb
GP002,"Belut, goreng",11.2,417,25.9,19.4,32.0,,11.5,840,872,4.9,71,217.7,0.30,1.8,,,,,0.20,10.5,,,Olahan,Ikan dsb
GP003,"Cumi-cumi, goreng",54.2,265,40.6,10.1,,,3.1,62,270,2.7,86,81.9,,,,56,,0.09,,6.3,,,Olahan,Ikan dsb
GP004,"Ikan asin, kering",40.0,193,42.0,1.5,,,16.5,200,300,2.5,,,,,,,,0.01,,,,70,Olahan,Ikan dsb
GP005,"Ikan bandeng presto, masakan",45.3,296,17.1,20.3,11.3,,6.0,1422,659,1.9,,,,,6,,400,0.14,,,69,100,Olahan,Ikan dsb
GP006,Ikan baung bakar,69.8,144,17.8,5.8,5.2,,1.4,18,169,,168,236.0,0.10,0.7,,,,,,1.3,,,Olahan,Ikan dsb
GP007,Ikan Belida bakar,68.2,128,18.0,3.0,7.2,,3.6,58,134,,293,198.0,0.10,0.4,,,,1.80,0.17,1.5,,,Olahan,Ikan dsb
GP008,"Ikan cakalang asap, mentah",56.9,204,34.2,5.6,1.9,,1.4,14,399,1.3,176,588.0,0.30,0.7,1546,,,0.53,0.07,,,70,Olahan,Ikan dsb
GP009,"Ikan cakalang asin, mentah",41.7,198,36.5,2.2,5.5,,14.1,236,346,3.7,4304,302.1,,,,,,0.06,,,,70,Olahan,Ikan dsb
GP010,"Ikan calo/ peda, mentah",71.3,81,11.4,1.9,3.8,,11.6,743,174,22.6,,,,,15,,,,,,,100,Olahan,Ikan dsb
GP011,"Ikan Gabus asap, mentah",26.4,261,38.1,2.3,21.9,,11.3,2510,1840,2.9,320,410.0,0.40,0.8,114,,,0.10,0.10,14.5,,80,Olahan,Ikan dsb
GP012,"Ikan Gabus, kering",24.0,268,58.0,4.0,,,14.0,15,100,0.1,,,,,30,,,0.10,,,,80,Olahan,Ikan dsb
GP013,"Ikan gete, goreng",44.7,267,23.1,19.4,0.2,,12.6,2340,1240,0.8,590,440.0,0.10,1.9,,,,,,0.2,,,Olahan,Ikan dsb
GP014,"Ikan hiu, kering",23.1,298,46.3,3.6,20.2,,6.8,335,846,2.5,957,1457.0,0.50,2.0,661,,,0.84,0.11,22.5,,,Olahan,Ikan dsb
GP015,"Ikan katombo, asin",44.7,162,31.7,2.8,0.3,,15.5,279,609,4.6,4393,342.2,2.80,,,,,0.09,,,,70,Olahan,Ikan dsb
GP016,"Ikan kayu, kering",23.1,302,70.7,1.9,0.4,,3.9,313,22,4.1,345,1045.0,,1.8,,,,1.40,0.04,20.0,,,Olahan,Ikan dsb
GP017,Ikan Lais bakar,69.4,147,17.5,6.5,5.4,,1.2,54,194,0.1,142,209.0,,0.5,,,,,,,,,Olahan,Ikan dsb
GP018,"Ikan lomak asin, mentah",21.6,258,40.3,2.3,18.9,,16.9,140,279,2.3,6227,485.1,2.30,,,,,0.10,0.30,6.0,,,Olahan,Ikan dsb
GP019,Ikan Mas pepes,57.5,209,15.2,11.3,11.8,0.5,4.3,686,530,6.1,74,276.7,0.10,1.9,3,,315,0.13,0.10,2.4,,100,Olahan,Ikan dsb
GP020,Ikan mujahir goreng,44.7,416,46.9,23.9,,,2.2,346,654,0.9,54,278.9,,0.2,12,3,8,0.12,0.10,2.2,,100,Olahan,Ikan dsb
GP021,Ikan Mujahir pepes,73.7,121,21.7,2.8,0.8,,1.0,83,248,1.6,58,265.8,,0.3,8,,6,,0.10,1.9,,100,Olahan,Ikan dsb
GP022,"Ikan mujahir, dendeng, mentah",15.2,582,68.3,15.2,37.2,,14.1,3258,1699,4.3,,,,,15,,20,0.27,,,,100,Olahan,Ikan dsb
GP023,"Ikan Papuyu, bakar",66.6,152,17.6,6.1,6.7,,3.0,244,227,3.4,320,224.0,0.20,1.0,,,,,,,9,,Olahan,Ikan dsb
GP024,"Ikan Patin, bakar",70.3,144,17.5,6.3,4.3,,1.6,191,232,1.4,379,230.0,0.10,0.7,,,,,,,,,Olahan,Ikan dsb
GP025,"Ikan peda banjar, mentah",46.0,156,28.0,4.0,2.0,,20.0,174,316,3.1,59,368.8,,0.5,33,4,,0.10,0.10,4.7,,90,Olahan,Ikan dsb
GP026,"Ikan pepetek, mentah",33.0,176,32.0,4.4,2.0,,28.6,120,200,1.0,79,1.0,,,15,,,0.05,0.10,2.4,,,Olahan,Ikan dsb
GP027,"Ikan Pindang banjar, mentah",59.0,157,28.0,4.2,1.8,,7.0,50,100,1.0,,,,,45,,,0.10,,,,,Olahan,Ikan dsb
GP028,"Ikan Pindang benggol, mentah",57.0,170,31.0,4.2,,,7.8,50,100,1.0,,,,,45,,,0.10,,,,,Olahan,Ikan dsb
GP029,"Ikan Pindang layang, mentah",60.0,153,30.0,2.8,,,7.2,60,200,3.0,,,,,61,,,0.07,,,,,Olahan,Ikan dsb
GP030,"Ikan Pindang selar, mentah",60.0,142,27.0,3.0,,,10.0,60,200,3.0,,,,,61,,,0.07,,,,,Olahan,Ikan dsb
GP031,"Ikan sale lais, mentah",12.4,415,61.3,17.6,2.9,,5.8,258,919,7.0,381,488.0,17.60,1.0,,,,0.03,0.10,17.3,,,Olahan,Ikan dsb
GP032,"Ikan saluang, kering, mentah",33.6,284,34.1,9.9,14.6,,7.8,1426,1103,9.5,1767,263.0,1.30,18.7,,,,0.49,0.03,,,,Olahan,Ikan dsb
GP033,"Ikan sanggang, masakan",42.6,240,21.7,7.7,20.7,,7.3,159,362,9.8,2041,159.0,1.50,8.8,,,,0.51,0.02,,,,Olahan,Ikan dsb
GP034,"Ikan selar kuning, cue, mentah",59.0,138,27.0,3.3,,,0.7,50,100,2.0,,,,,45,,,0.10,,,,90,Olahan,Ikan dsb
